"team_name" "Average Pull Time" "year" "playoff" "one_goal"
"395" "Anaheim Ducks" 75.7826086956522 2020 FALSE "FALSE"
"396" "Arizona Coyotes" 113.75 2020 FALSE "FALSE"
"397" "Boston Bruins" 110.266666666667 2020 FALSE "FALSE"
"398" "Buffalo Sabres" 99.8333333333333 2020 FALSE "FALSE"
"399" "Calgary Flames" 86.2105263157895 2020 FALSE "FALSE"
"400" "Carolina Hurricanes" 54 2020 FALSE "FALSE"
"401" "Chicago Blackhawks" 90.1363636363636 2020 FALSE "FALSE"
"402" "Colorado Avalanche" 101.692307692308 2020 FALSE "FALSE"
"403" "Columbus Blue Jackets" 59.8571428571429 2020 FALSE "FALSE"
"404" "Dallas Stars" 67.1764705882353 2020 FALSE "FALSE"
"405" "Detroit Red Wings" 110.62962962963 2020 FALSE "FALSE"
"406" "Edmonton Oilers" 62.4615384615385 2020 FALSE "FALSE"
"407" "Florida Panthers" 107.5 2020 FALSE "FALSE"
"408" "Los Angeles Kings" 75.5 2020 FALSE "FALSE"
"409" "Minnesota Wild" 91.1 2020 FALSE "FALSE"
"410" "Montreal Canadiens" 81.9166666666667 2020 FALSE "FALSE"
"411" "Nashville Predators" 89.2666666666667 2020 FALSE "FALSE"
"412" "New Jersey Devils" 82.9019607843137 2020 FALSE "FALSE"
"413" "New York Islanders" 80.6666666666667 2020 FALSE "FALSE"
"414" "New York Rangers" 141.875 2020 FALSE "FALSE"
"415" "Philadelphia Flyers" 145.869565217391 2020 FALSE "FALSE"
"416" "Pittsburgh Penguins" 56.9166666666667 2020 FALSE "FALSE"
"417" "San Jose Sharks" 91.5625 2020 FALSE "FALSE"
"418" "St. Louis Blues" 132.285714285714 2020 FALSE "FALSE"
"419" "Tampa Bay Lightning" 110.590909090909 2020 FALSE "FALSE"
"420" "Toronto Maple Leafs" 123.772727272727 2020 FALSE "FALSE"
"421" "Vancouver Canucks" 115.181818181818 2020 FALSE "FALSE"
"422" "Vegas Golden Knights" 64.1764705882353 2020 FALSE "FALSE"
"423" "Washington Capitals" 69.3529411764706 2020 FALSE "FALSE"
"424" "Winnipeg Jets" 87.7307692307692 2020 FALSE "FALSE"
"425" "Boston Bruins" 3 2020 TRUE "TRUE"
"426" "Carolina Hurricanes" 26.3333333333333 2020 TRUE "TRUE"
"427" "Colorado Avalanche" 60.5 2020 TRUE "TRUE"
"428" "Florida Panthers" 74.2857142857143 2020 TRUE "TRUE"
"429" "Minnesota Wild" 111 2020 TRUE "TRUE"
"430" "Montreal Canadiens" 46.3 2020 TRUE "TRUE"
"431" "Nashville Predators" 102 2020 TRUE "TRUE"
"432" "New York Islanders" 54.7272727272727 2020 TRUE "TRUE"
"433" "Tampa Bay Lightning" 43.4 2020 TRUE "TRUE"
"434" "Toronto Maple Leafs" 41.6666666666667 2020 TRUE "TRUE"
"435" "Vegas Golden Knights" 44.625 2020 TRUE "TRUE"
"436" "Winnipeg Jets" 73.75 2020 TRUE "TRUE"
"437" "Boston Bruins" 44.5 2020 TRUE "FALSE"
"438" "Carolina Hurricanes" 51.2222222222222 2020 TRUE "FALSE"
"439" "Minnesota Wild" 93 2020 TRUE "FALSE"
"440" "Montreal Canadiens" 89.875 2020 TRUE "FALSE"
"441" "Nashville Predators" 139 2020 TRUE "FALSE"
"442" "New York Islanders" 54.75 2020 TRUE "FALSE"
"443" "Pittsburgh Penguins" 30.6666666666667 2020 TRUE "FALSE"
"444" "St. Louis Blues" 59 2020 TRUE "FALSE"
"445" "Tampa Bay Lightning" 105.5 2020 TRUE "FALSE"
"446" "Toronto Maple Leafs" 173.4 2020 TRUE "FALSE"
"447" "Vegas Golden Knights" 119.4 2020 TRUE "FALSE"
"448" "Washington Capitals" 6 2020 TRUE "FALSE"
"449" "Anaheim Ducks" 53.56 2021 FALSE "TRUE"
"450" "Arizona Coyotes" 65 2021 FALSE "TRUE"
"451" "Boston Bruins" 51.0526315789474 2021 FALSE "TRUE"
"452" "Buffalo Sabres" 53.4347826086956 2021 FALSE "TRUE"
"453" "Calgary Flames" 51.38 2021 FALSE "TRUE"
"454" "Carolina Hurricanes" 53.8857142857143 2021 FALSE "TRUE"
"455" "Chicago Blackhawks" 61.7446808510638 2021 FALSE "TRUE"
"456" "Colorado Avalanche" 80.8260869565217 2021 FALSE "TRUE"
"457" "Columbus Blue Jackets" 47.2954545454545 2021 FALSE "TRUE"
"458" "Dallas Stars" 45.2758620689655 2021 FALSE "TRUE"
"459" "Detroit Red Wings" 74.5384615384615 2021 FALSE "TRUE"
"460" "Edmonton Oilers" 61.3939393939394 2021 FALSE "TRUE"
"461" "Florida Panthers" 101.18 2021 FALSE "TRUE"
"462" "Los Angeles Kings" 66.5263157894737 2021 FALSE "TRUE"
"463" "Minnesota Wild" 83.0701754385965 2021 FALSE "TRUE"
"464" "Montreal Canadiens" 103.25 2021 FALSE "TRUE"
"465" "Nashville Predators" 52.42 2021 FALSE "TRUE"
"466" "New Jersey Devils" 57.35 2021 FALSE "TRUE"
"467" "New York Islanders" 60.8392857142857 2021 FALSE "TRUE"
"468" "New York Rangers" 43.6136363636364 2021 FALSE "TRUE"
"469" "Ottawa Senators" 59.5348837209302 2021 FALSE "TRUE"
"470" "Philadelphia Flyers" 76.4705882352941 2021 FALSE "TRUE"
"471" "Pittsburgh Penguins" 70.4615384615385 2021 FALSE "TRUE"
"472" "San Jose Sharks" 53.3333333333333 2021 FALSE "TRUE"
"473" "Seattle Kraken" 73.0754716981132 2021 FALSE "TRUE"
"474" "St. Louis Blues" 74.7 2021 FALSE "TRUE"
"475" "Tampa Bay Lightning" 77.4576271186441 2021 FALSE "TRUE"
"476" "Toronto Maple Leafs" 78.9722222222222 2021 FALSE "TRUE"
"477" "Vancouver Canucks" 61.4761904761905 2021 FALSE "TRUE"
"478" "Vegas Golden Knights" 50.0555555555556 2021 FALSE "TRUE"
"479" "Washington Capitals" 63.2105263157895 2021 FALSE "TRUE"
"480" "Winnipeg Jets" 70.9444444444444 2021 FALSE "TRUE"
"481" "Anaheim Ducks" 197 2021 FALSE "FALSE"
"482" "Arizona Coyotes" 98.1142857142857 2021 FALSE "FALSE"
"483" "Boston Bruins" 86.1206896551724 2021 FALSE "FALSE"
"484" "Buffalo Sabres" 58.1136363636364 2021 FALSE "FALSE"
"485" "Calgary Flames" 103.6 2021 FALSE "FALSE"
"486" "Carolina Hurricanes" 99.5952380952381 2021 FALSE "FALSE"
"487" "Chicago Blackhawks" 81.3720930232558 2021 FALSE "FALSE"
"488" "Colorado Avalanche" 96.3030303030303 2021 FALSE "FALSE"
"489" "Columbus Blue Jackets" 73.9047619047619 2021 FALSE "FALSE"
"490" "Dallas Stars" 89.1025641025641 2021 FALSE "FALSE"
"491" "Detroit Red Wings" 131.909090909091 2021 FALSE "FALSE"
"492" "Edmonton Oilers" 80.5384615384615 2021 FALSE "FALSE"
"493" "Florida Panthers" 108.454545454545 2021 FALSE "FALSE"
"494" "Los Angeles Kings" 99.8181818181818 2021 FALSE "FALSE"
"495" "Minnesota Wild" 122.754098360656 2021 FALSE "FALSE"
"496" "Montreal Canadiens" 123.04347826087 2021 FALSE "FALSE"
"497" "Nashville Predators" 103.037037037037 2021 FALSE "FALSE"
"498" "New Jersey Devils" 98.9807692307692 2021 FALSE "FALSE"
"499" "New York Islanders" 67.825 2021 FALSE "FALSE"
"500" "New York Rangers" 106.0625 2021 FALSE "FALSE"
"501" "Ottawa Senators" 98.6 2021 FALSE "FALSE"
"502" "Philadelphia Flyers" 109.061224489796 2021 FALSE "FALSE"
"503" "Pittsburgh Penguins" 149.84 2021 FALSE "FALSE"
"504" "San Jose Sharks" 86.7368421052632 2021 FALSE "FALSE"
"505" "Seattle Kraken" 107.040816326531 2021 FALSE "FALSE"
"506" "St. Louis Blues" 102.255319148936 2021 FALSE "FALSE"
"507" "Tampa Bay Lightning" 167.555555555556 2021 FALSE "FALSE"
"508" "Toronto Maple Leafs" 169.5 2021 FALSE "FALSE"
"509" "Vancouver Canucks" 111.692307692308 2021 FALSE "FALSE"
"510" "Vegas Golden Knights" 113.890909090909 2021 FALSE "FALSE"
"511" "Washington Capitals" 61.5294117647059 2021 FALSE "FALSE"
"512" "Winnipeg Jets" 90.36 2021 FALSE "FALSE"
"513" "Boston Bruins" 10 2021 TRUE "TRUE"
"514" "Calgary Flames" 97.5 2021 TRUE "TRUE"
"515" "Dallas Stars" 83.6666666666667 2021 TRUE "TRUE"
"516" "Edmonton Oilers" 59.5882352941176 2021 TRUE "TRUE"
"517" "Florida Panthers" 129.444444444444 2021 TRUE "TRUE"
"518" "New York Rangers" 66.8181818181818 2021 TRUE "TRUE"
"519" "Pittsburgh Penguins" 52.25 2021 TRUE "TRUE"
"520" "St. Louis Blues" 71 2021 TRUE "TRUE"
"521" "Tampa Bay Lightning" 58.5555555555556 2021 TRUE "TRUE"
"522" "Toronto Maple Leafs" 62.25 2021 TRUE "TRUE"
"523" "Washington Capitals" 105 2021 TRUE "TRUE"
"524" "Boston Bruins" 121.3 2021 TRUE "FALSE"
"525" "Calgary Flames" 31.75 2021 TRUE "FALSE"
"526" "Carolina Hurricanes" 110.466666666667 2021 TRUE "FALSE"
"527" "Colorado Avalanche" 117 2021 TRUE "FALSE"
"528" "Edmonton Oilers" 186.5 2021 TRUE "FALSE"
"529" "Florida Panthers" 203.75 2021 TRUE "FALSE"
"530" "Los Angeles Kings" 108 2021 TRUE "FALSE"
"531" "Minnesota Wild" 141.4 2021 TRUE "FALSE"
"532" "New York Rangers" 71.6666666666667 2021 TRUE "FALSE"
"533" "St. Louis Blues" 133.857142857143 2021 TRUE "FALSE"
"534" "Tampa Bay Lightning" 94 2021 TRUE "FALSE"
"535" "Toronto Maple Leafs" 27 2021 TRUE "FALSE"
"536" "Washington Capitals" 102.833333333333 2021 TRUE "FALSE"
"537" "Anaheim Ducks" 59.0480769230769 2016 FALSE "all"
"538" "Anaheim Ducks" 60.0079365079365 2016 TRUE "all"
"539" "Anaheim Ducks" 58.4587634587635 2017 FALSE "all"
"540" "Anaheim Ducks" 51.7142857142857 2017 TRUE "all"
"541" "Anaheim Ducks" 53.7017857142857 2018 FALSE "all"
"542" "Anaheim Ducks" 67.0538461538462 2019 FALSE "all"
"543" "Anaheim Ducks" 68.8064092953523 2020 FALSE "all"
"544" "Anaheim Ducks" 96.592 2021 FALSE "all"
"545" "Arizona Coyotes" 45.2900432900433 2016 FALSE "all"
"546" "Arizona Coyotes" 55.9181286549708 2017 FALSE "all"
"547" "Arizona Coyotes" 71.3353128313892 2018 FALSE "all"
"548" "Arizona Coyotes" 65.1166666666667 2019 FALSE "all"
"549" "Arizona Coyotes" 58.5 2019 TRUE "all"
"550" "Arizona Coyotes" 75.7527821939587 2020 FALSE "all"
"551" "Arizona Coyotes" 79.1918367346939 2021 FALSE "all"
"552" "Boston Bruins" 58.7047259221311 2016 FALSE "all"
"553" "Boston Bruins" 40.3333333333333 2016 TRUE "all"
"554" "Boston Bruins" 60.9111111111111 2017 FALSE "all"
"555" "Boston Bruins" 63.8285714285714 2017 TRUE "all"
"556" "Boston Bruins" 86.5400432900433 2018 FALSE "all"
"557" "Boston Bruins" 55.2142857142857 2018 TRUE "all"
"558" "Boston Bruins" 63.8666666666667 2019 FALSE "all"
"559" "Boston Bruins" 39.6666666666667 2019 TRUE "all"
"560" "Boston Bruins" 63.9896613190731 2020 FALSE "all"
"561" "Boston Bruins" 30.6666666666667 2020 TRUE "all"
"562" "Boston Bruins" 75.8065549268709 2021 FALSE "all"
"563" "Boston Bruins" 84.2 2021 TRUE "all"
"564" "Buffalo Sabres" 38.2801465201465 2016 FALSE "all"
"565" "Buffalo Sabres" 77.7322580645161 2017 FALSE "all"
"566" "Buffalo Sabres" 67.1533333333333 2018 FALSE "all"
"567" "Buffalo Sabres" 83.6992183056246 2019 FALSE "all"
"568" "Buffalo Sabres" 75.1869918699187 2020 FALSE "all"
"569" "Buffalo Sabres" 56.0341458058849 2021 FALSE "all"
"570" "Calgary Flames" 56.7683823529412 2016 FALSE "all"
"571" "Calgary Flames" 35 2016 TRUE "all"
"572" "Calgary Flames" 68.9614697224558 2017 FALSE "all"
"573" "Calgary Flames" 88.0421794792504 2018 FALSE "all"
"574" "Calgary Flames" 80.969387755102 2019 FALSE "all"
"575" "Calgary Flames" 52.75 2019 TRUE "all"
"576" "Calgary Flames" 57.4085213032581 2020 FALSE "all"
"577" "Calgary Flames" 63.6670588235294 2021 FALSE "all"
"578" "Calgary Flames" 64.625 2021 TRUE "all"
"579" "Carolina Hurricanes" 71.1477224350787 2016 FALSE "all"
"580" "Carolina Hurricanes" 79.0419892094769 2017 FALSE "all"
"581" "Carolina Hurricanes" 83.0604689428219 2018 FALSE "all"
"582" "Carolina Hurricanes" 72 2018 TRUE "all"
"583" "Carolina Hurricanes" 78.143219832736 2019 FALSE "all"
"584" "Carolina Hurricanes" 72.40625 2019 TRUE "all"
"585" "Carolina Hurricanes" 66.775 2020 FALSE "all"
"586" "Carolina Hurricanes" 38.7777777777778 2020 TRUE "all"
"587" "Carolina Hurricanes" 71.6616402116402 2021 FALSE "all"
"588" "Carolina Hurricanes" 110.466666666667 2021 TRUE "all"
"589" "Chicago Blackhawks" 66.4508771929824 2016 FALSE "all"
"590" "Chicago Blackhawks" 103.25 2016 TRUE "all"
"591" "Chicago Blackhawks" 75.4847058823529 2017 FALSE "all"
"592" "Chicago Blackhawks" 82.7651759834369 2018 FALSE "all"
"593" "Chicago Blackhawks" 73.1537007416024 2019 FALSE "all"
"594" "Chicago Blackhawks" 14.6666666666667 2019 TRUE "all"
"595" "Chicago Blackhawks" 61.3181818181818 2020 FALSE "all"
"596" "Chicago Blackhawks" 70.4679751498158 2021 FALSE "all"
"597" "Colorado Avalanche" 51.9731373152709 2016 FALSE "all"
"598" "Colorado Avalanche" 64.8886278195489 2017 FALSE "all"
"599" "Colorado Avalanche" 44.3888888888889 2017 TRUE "all"
"600" "Colorado Avalanche" 82.3068450039339 2018 FALSE "all"
"601" "Colorado Avalanche" 54.8 2018 TRUE "all"
"602" "Colorado Avalanche" 78.7297084318361 2019 FALSE "all"
"603" "Colorado Avalanche" 85.484962406015 2019 TRUE "all"
"604" "Colorado Avalanche" 89.8146367521367 2020 FALSE "all"
"605" "Colorado Avalanche" 60.5 2020 TRUE "all"
"606" "Colorado Avalanche" 89.4243888156932 2021 FALSE "all"
"607" "Colorado Avalanche" 117 2021 TRUE "all"
"608" "Columbus Blue Jackets" 56.0694444444444 2016 FALSE "all"
"609" "Columbus Blue Jackets" 84.1428571428571 2016 TRUE "all"
"610" "Columbus Blue Jackets" 53.7668178382464 2017 FALSE "all"
"611" "Columbus Blue Jackets" 138 2017 TRUE "all"
"612" "Columbus Blue Jackets" 55.7884615384615 2018 FALSE "all"
"613" "Columbus Blue Jackets" 23.6666666666667 2018 TRUE "all"
"614" "Columbus Blue Jackets" 70.5420168067227 2019 FALSE "all"
"615" "Columbus Blue Jackets" 87 2019 TRUE "all"
"616" "Columbus Blue Jackets" 69.1785714285714 2020 FALSE "all"
"617" "Columbus Blue Jackets" 55.8104329004329 2021 FALSE "all"
"618" "Dallas Stars" 60.9613043478261 2016 FALSE "all"
"619" "Dallas Stars" 86.3659147869674 2017 FALSE "all"
"620" "Dallas Stars" 82.7107433909759 2018 FALSE "all"
"621" "Dallas Stars" 83.3181818181818 2018 TRUE "all"
"622" "Dallas Stars" 56.5915789473684 2019 FALSE "all"
"623" "Dallas Stars" 62.3020833333333 2019 TRUE "all"
"624" "Dallas Stars" 72.9864940283514 2020 FALSE "all"
"625" "Dallas Stars" 67.1892130857648 2021 FALSE "all"
"626" "Dallas Stars" 83.6666666666667 2021 TRUE "all"
"627" "Detroit Red Wings" 55.7230039525692 2016 FALSE "all"
"628" "Detroit Red Wings" 78.6486916724704 2017 FALSE "all"
"629" "Detroit Red Wings" 70.8908263305322 2018 FALSE "all"
"630" "Detroit Red Wings" 109.844143186248 2019 FALSE "all"
"631" "Detroit Red Wings" 75.2749329039184 2020 FALSE "all"
"632" "Detroit Red Wings" 103.223776223776 2021 FALSE "all"
"633" "Edmonton Oilers" 67 2016 FALSE "all"
"634" "Edmonton Oilers" 92.4285714285714 2016 TRUE "all"
"635" "Edmonton Oilers" 58.2049689440994 2017 FALSE "all"
"636" "Edmonton Oilers" 72.6146953405018 2018 FALSE "all"
"637" "Edmonton Oilers" 90.0918367346939 2019 FALSE "all"
"638" "Edmonton Oilers" 56.3333333333333 2019 TRUE "all"
"639" "Edmonton Oilers" 49.038141025641 2020 FALSE "all"
"640" "Edmonton Oilers" 68.2312687312687 2021 FALSE "all"
"641" "Edmonton Oilers" 91.3161764705882 2021 TRUE "all"
"642" "Florida Panthers" 61.9565217391304 2016 FALSE "all"
"643" "Florida Panthers" 69.1897533206831 2017 FALSE "all"
"644" "Florida Panthers" 83.9256066411239 2018 FALSE "all"
"645" "Florida Panthers" 75.2210077312717 2019 FALSE "all"
"646" "Florida Panthers" 64.875 2019 TRUE "all"
"647" "Florida Panthers" 84.1130434782609 2020 FALSE "all"
"648" "Florida Panthers" 74.2857142857143 2020 TRUE "all"
"649" "Florida Panthers" 104.242966507177 2021 FALSE "all"
"650" "Florida Panthers" 166.597222222222 2021 TRUE "all"
"651" "Los Angeles Kings" 68.4421959527149 2016 FALSE "all"
"652" "Los Angeles Kings" 45.3790246212121 2017 FALSE "all"
"653" "Los Angeles Kings" 70.375 2017 TRUE "all"
"654" "Los Angeles Kings" 55.1084150079876 2018 FALSE "all"
"655" "Los Angeles Kings" 63.7745164192533 2019 FALSE "all"
"656" "Los Angeles Kings" 51.4493827160494 2020 FALSE "all"
"657" "Los Angeles Kings" 76.3180410920349 2021 FALSE "all"
"658" "Los Angeles Kings" 108 2021 TRUE "all"
"659" "Minnesota Wild" 45.6991655687308 2016 FALSE "all"
"660" "Minnesota Wild" 60.4166666666667 2016 TRUE "all"
"661" "Minnesota Wild" 73.8278278278278 2017 FALSE "all"
"662" "Minnesota Wild" 88.8571428571429 2017 TRUE "all"
"663" "Minnesota Wild" 72.0797258297258 2018 FALSE "all"
"664" "Minnesota Wild" 65.5590277777778 2019 FALSE "all"
"665" "Minnesota Wild" 39.4285714285714 2019 TRUE "all"
"666" "Minnesota Wild" 59.6971590909091 2020 FALSE "all"
"667" "Minnesota Wild" 102 2020 TRUE "all"
"668" "Minnesota Wild" 101.589339468891 2021 FALSE "all"
"669" "Minnesota Wild" 141.4 2021 TRUE "all"
"670" "Montreal Canadiens" 56.4155991285403 2016 FALSE "all"
"671" "Montreal Canadiens" 52.5333333333333 2016 TRUE "all"
"672" "Montreal Canadiens" 69.451646090535 2017 FALSE "all"
"673" "Montreal Canadiens" 78.5523872679045 2018 FALSE "all"
"674" "Montreal Canadiens" 65.2784669915818 2019 FALSE "all"
"675" "Montreal Canadiens" 44.6742424242424 2019 TRUE "all"
"676" "Montreal Canadiens" 71.9722222222222 2020 FALSE "all"
"677" "Montreal Canadiens" 68.0875 2020 TRUE "all"
"678" "Montreal Canadiens" 115.346014492754 2021 FALSE "all"
"679" "Nashville Predators" 74.524358974359 2016 FALSE "all"
"680" "Nashville Predators" 36.2857142857143 2016 TRUE "all"
"681" "Nashville Predators" 62.2786324786325 2017 FALSE "all"
"682" "Nashville Predators" 71.55 2017 TRUE "all"
"683" "Nashville Predators" 79.1532507739938 2018 FALSE "all"
"684" "Nashville Predators" 84.4523809523809 2018 TRUE "all"
"685" "Nashville Predators" 65.7211538461538 2019 FALSE "all"
"686" "Nashville Predators" 53.2 2019 TRUE "all"
"687" "Nashville Predators" 70.1851851851852 2020 FALSE "all"
"688" "Nashville Predators" 120.5 2020 TRUE "all"
"689" "Nashville Predators" 77.7285185185185 2021 FALSE "all"
"690" "New Jersey Devils" 75.4882352941176 2016 FALSE "all"
"691" "New Jersey Devils" 63.2725520896062 2017 FALSE "all"
"692" "New Jersey Devils" 89.9333333333333 2017 TRUE "all"
"693" "New Jersey Devils" 72.9359959037378 2018 FALSE "all"
"694" "New Jersey Devils" 47.0696428571429 2019 FALSE "all"
"695" "New Jersey Devils" 60.8395173453997 2020 FALSE "all"
"696" "New Jersey Devils" 76.9409502262444 2021 FALSE "all"
"697" "New York Islanders" 56.9554655870445 2016 FALSE "all"
"698" "New York Islanders" 58.7765453639083 2017 FALSE "all"
"699" "New York Islanders" 49.5397727272727 2018 FALSE "all"
"700" "New York Islanders" 43.8888888888889 2018 TRUE "all"
"701" "New York Islanders" 68.3550986842105 2019 FALSE "all"
"702" "New York Islanders" 53.5416666666667 2019 TRUE "all"
"703" "New York Islanders" 56.5333333333333 2020 FALSE "all"
"704" "New York Islanders" 54.7329545454545 2020 TRUE "all"
"705" "New York Islanders" 63.6853174603175 2021 FALSE "all"
"706" "New York Rangers" 51.9920634920635 2016 FALSE "all"
"707" "New York Rangers" 77.6111111111111 2016 TRUE "all"
"708" "New York Rangers" 76.1613990461049 2017 FALSE "all"
"709" "New York Rangers" 71.6593144012499 2018 FALSE "all"
"710" "New York Rangers" 57.3302822273074 2019 FALSE "all"
"711" "New York Rangers" 54.25 2019 TRUE "all"
"712" "New York Rangers" 94.1817226890756 2020 FALSE "all"
"713" "New York Rangers" 66.6211124401914 2021 FALSE "all"
"714" "New York Rangers" 69.2424242424242 2021 TRUE "all"
"715" "Ottawa Senators" 37.9833743842365 2016 FALSE "all"
"716" "Ottawa Senators" 48.8333333333333 2016 TRUE "all"
"717" "Ottawa Senators" 61.4203723341581 2017 FALSE "all"
"718" "Ottawa Senators" 61.7422877422877 2018 FALSE "all"
"719" "Ottawa Senators" 69.4907927386705 2019 FALSE "all"
"720" "Ottawa Senators" 62.1666666666667 2020 FALSE "all"
"721" "Ottawa Senators" 74.4168327796235 2021 FALSE "all"
"722" "Philadelphia Flyers" 50.9010341510342 2016 FALSE "all"
"723" "Philadelphia Flyers" 61.8695652173913 2017 FALSE "all"
"724" "Philadelphia Flyers" 116.285714285714 2017 TRUE "all"
"725" "Philadelphia Flyers" 70.3434065934066 2018 FALSE "all"
"726" "Philadelphia Flyers" 108.650997150997 2019 FALSE "all"
"727" "Philadelphia Flyers" 76.1 2019 TRUE "all"
"728" "Philadelphia Flyers" 96.6062628656977 2020 FALSE "all"
"729" "Philadelphia Flyers" 93.2597038815526 2021 FALSE "all"
"730" "Pittsburgh Penguins" 62.3732620320856 2016 FALSE "all"
"731" "Pittsburgh Penguins" 83.3054545454546 2016 TRUE "all"
"732" "Pittsburgh Penguins" 67.082208994709 2017 FALSE "all"
"733" "Pittsburgh Penguins" 37.25 2017 TRUE "all"
"734" "Pittsburgh Penguins" 66.5456790123457 2018 FALSE "all"
"735" "Pittsburgh Penguins" 80.3333333333333 2018 TRUE "all"
"736" "Pittsburgh Penguins" 48.937037037037 2019 FALSE "all"
"737" "Pittsburgh Penguins" 75.25 2019 TRUE "all"
"738" "Pittsburgh Penguins" 48.2291666666667 2020 FALSE "all"
"739" "Pittsburgh Penguins" 30.6666666666667 2020 TRUE "all"
"740" "Pittsburgh Penguins" 105.189615384615 2021 FALSE "all"
"741" "Pittsburgh Penguins" 52.25 2021 TRUE "all"
"742" "San Jose Sharks" 69.0489898989899 2016 FALSE "all"
"743" "San Jose Sharks" 72.3333333333333 2016 TRUE "all"
"744" "San Jose Sharks" 69.0959410721927 2017 FALSE "all"
"745" "San Jose Sharks" 128.5 2017 TRUE "all"
"746" "San Jose Sharks" 64.1669170673077 2018 FALSE "all"
"747" "San Jose Sharks" 82.1554160125589 2018 TRUE "all"
"748" "San Jose Sharks" 56.5059090909091 2019 FALSE "all"
"749" "San Jose Sharks" 68.04296875 2020 FALSE "all"
"750" "San Jose Sharks" 69.4165042235218 2021 FALSE "all"
"751" "Seattle Kraken" 90.0581440123219 2021 FALSE "all"
"752" "St. Louis Blues" 47.9745950554135 2016 FALSE "all"
"753" "St. Louis Blues" 79.0833333333333 2016 TRUE "all"
"754" "St. Louis Blues" 82.2179402722881 2017 FALSE "all"
"755" "St. Louis Blues" 85.856887755102 2018 FALSE "all"
"756" "St. Louis Blues" 93.0114285714286 2018 TRUE "all"
"757" "St. Louis Blues" 68.4571078431373 2019 FALSE "all"
"758" "St. Louis Blues" 70.85 2019 TRUE "all"
"759" "St. Louis Blues" 95.5644841269841 2020 FALSE "all"
"760" "St. Louis Blues" 59 2020 TRUE "all"
"761" "St. Louis Blues" 91.2331914893617 2021 FALSE "all"
"762" "St. Louis Blues" 112.904761904762 2021 TRUE "all"
"763" "Tampa Bay Lightning" 81.5138179897905 2016 FALSE "all"
"764" "Tampa Bay Lightning" 64.0782013685239 2017 FALSE "all"
"765" "Tampa Bay Lightning" 38.2 2017 TRUE "all"
"766" "Tampa Bay Lightning" 55.8677248677249 2018 FALSE "all"
"767" "Tampa Bay Lightning" 68.225 2018 TRUE "all"
"768" "Tampa Bay Lightning" 62.7912885662432 2019 FALSE "all"
"769" "Tampa Bay Lightning" 108.238453276047 2019 TRUE "all"
"770" "Tampa Bay Lightning" 105.744318181818 2020 FALSE "all"
"771" "Tampa Bay Lightning" 74.45 2020 TRUE "all"
"772" "Tampa Bay Lightning" 109.25689597873 2021 FALSE "all"
"773" "Tampa Bay Lightning" 76.2777777777778 2021 TRUE "all"
"774" "Toronto Maple Leafs" 71.6537698412698 2016 FALSE "all"
"775" "Toronto Maple Leafs" 58.45 2016 TRUE "all"
"776" "Toronto Maple Leafs" 88.881583178726 2017 FALSE "all"
"777" "Toronto Maple Leafs" 84.7142857142857 2017 TRUE "all"
"778" "Toronto Maple Leafs" 94.1956156808532 2018 FALSE "all"
"779" "Toronto Maple Leafs" 58.2333333333333 2018 TRUE "all"
"780" "Toronto Maple Leafs" 76.7781007751938 2019 FALSE "all"
"781" "Toronto Maple Leafs" 114 2019 TRUE "all"
"782" "Toronto Maple Leafs" 104.647727272727 2020 FALSE "all"
"783" "Toronto Maple Leafs" 107.533333333333 2020 TRUE "all"
"784" "Toronto Maple Leafs" 112.920138888889 2021 FALSE "all"
"785" "Toronto Maple Leafs" 44.625 2021 TRUE "all"
"786" "Vancouver Canucks" 60.4973180076628 2016 FALSE "all"
"787" "Vancouver Canucks" 66.7459375 2017 FALSE "all"
"788" "Vancouver Canucks" 61.5 2018 FALSE "all"
"789" "Vancouver Canucks" 61.6125319693095 2019 FALSE "all"
"790" "Vancouver Canucks" 54.2857142857143 2019 TRUE "all"
"791" "Vancouver Canucks" 96.9911141490089 2020 FALSE "all"
"792" "Vancouver Canucks" 82.9973835688121 2021 FALSE "all"
"793" "Vegas Golden Knights" 70.3718579234973 2017 FALSE "all"
"794" "Vegas Golden Knights" 64.3666666666667 2017 TRUE "all"
"795" "Vegas Golden Knights" 61.1276770521622 2018 FALSE "all"
"796" "Vegas Golden Knights" 120.111111111111 2018 TRUE "all"
"797" "Vegas Golden Knights" 63.1335055986219 2019 FALSE "all"
"798" "Vegas Golden Knights" 57.6 2019 TRUE "all"
"799" "Vegas Golden Knights" 54.2310924369748 2020 FALSE "all"
"800" "Vegas Golden Knights" 69.55 2020 TRUE "all"
"801" "Vegas Golden Knights" 74.6076146076146 2021 FALSE "all"
"802" "Washington Capitals" 59.9813719044488 2016 FALSE "all"
"803" "Washington Capitals" 52.2916666666667 2016 TRUE "all"
"804" "Washington Capitals" 60.7556750298686 2017 FALSE "all"
"805" "Washington Capitals" 73.7023809523809 2017 TRUE "all"
"806" "Washington Capitals" 74.1046217694774 2018 FALSE "all"
"807" "Washington Capitals" 91 2018 TRUE "all"
"808" "Washington Capitals" 69.8807760141093 2019 FALSE "all"
"809" "Washington Capitals" 107.2 2019 TRUE "all"
"810" "Washington Capitals" 68.9142156862745 2020 FALSE "all"
"811" "Washington Capitals" 6 2020 TRUE "all"
"812" "Washington Capitals" 62.6501547987616 2021 FALSE "all"
