"team_name" "Average Pull Time" "year" "playoff" "one_goal" "Number of Pulls " "tot"
"153" "Los Angeles Kings" 51.1666666666667 2017 TRUE TRUE 3 153.5
"154" "Minnesota Wild" 88.8571428571429 2017 TRUE TRUE 2 177.714285714286
"155" "Nashville Predators" 50.6 2017 TRUE TRUE 2 101.2
"156" "New Jersey Devils" 84.3333333333333 2017 TRUE TRUE 1 84.3333333333333
"157" "Pittsburgh Penguins" 26.5 2017 TRUE TRUE 2 53
"158" "San Jose Sharks" 124 2017 TRUE TRUE 1 124
"159" "Vegas Golden Knights" 64.3333333333333 2017 TRUE TRUE 2 128.666666666667
"160" "Washington Capitals" 62.3333333333333 2017 TRUE TRUE 3 187
"161" "Winnipeg Jets" 70.8 2017 TRUE TRUE 4 283.2
"162" "Boston Bruins" 74.1 2017 TRUE FALSE 4 296.4
"163" "Colorado Avalanche" 39.6666666666667 2017 TRUE FALSE 1 39.6666666666667
"164" "Columbus Blue Jackets" 138 2017 TRUE FALSE 2 276
"165" "Los Angeles Kings" 128 2017 TRUE FALSE 1 128
"166" "Nashville Predators" 92.5 2017 TRUE FALSE 2 185
"167" "New Jersey Devils" 91.3333333333333 2017 TRUE FALSE 4 365.333333333333
"168" "Philadelphia Flyers" 116.285714285714 2017 TRUE FALSE 1 116.285714285714
"169" "Pittsburgh Penguins" 48 2017 TRUE FALSE 2 96
"170" "San Jose Sharks" 133 2017 TRUE FALSE 1 133
"171" "Tampa Bay Lightning" 38.2 2017 TRUE FALSE 2 76.4
"172" "Toronto Maple Leafs" 84.7142857142857 2017 TRUE FALSE 2 169.428571428571
"173" "Vegas Golden Knights" 64.4 2017 TRUE FALSE 2 128.8
"174" "Washington Capitals" 85.0714285714286 2017 TRUE FALSE 3 255.214285714286
"175" "Winnipeg Jets" 89 2017 TRUE FALSE 2 178
"176" "Anaheim Ducks" 48.6857142857143 2018 FALSE TRUE 12 584.228571428571
"177" "Arizona Coyotes" 59.1 2018 FALSE TRUE 12 709.2
"178" "Boston Bruins" 57.7380952380952 2018 FALSE TRUE 10 577.380952380952
"179" "Buffalo Sabres" 58.4333333333333 2018 FALSE TRUE 13 759.633333333333
"180" "Calgary Flames" 64.054054054054 2018 FALSE TRUE 10 640.540540540541
"181" "Carolina Hurricanes" 82.2745098039216 2018 FALSE TRUE 14 1151.8431372549
"182" "Chicago Blackhawks" 73.9565217391304 2018 FALSE TRUE 14 1035.39130434783
"183" "Colorado Avalanche" 56.1612903225806 2018 FALSE TRUE 12 673.935483870968
"184" "Columbus Blue Jackets" 63 2018 FALSE TRUE 10 630
"185" "Dallas Stars" 39.1296296296296 2018 FALSE TRUE 15 586.944444444444
"186" "Detroit Red Wings" 65.5892857142857 2018 FALSE TRUE 21 1377.375
"187" "Edmonton Oilers" 51.7777777777778 2018 FALSE TRUE 10 517.777777777778
"188" "Florida Panthers" 55.037037037037 2018 FALSE TRUE 16 880.592592592593
"189" "Los Angeles Kings" 34.2173913043478 2018 FALSE TRUE 8 273.739130434783
"190" "Minnesota Wild" 55.5681818181818 2018 FALSE TRUE 11 611.25
"191" "Montreal Canadiens" 64.7241379310345 2018 FALSE TRUE 7 453.068965517241
"192" "Nashville Predators" 72.5294117647059 2018 FALSE TRUE 14 1015.41176470588
"193" "New Jersey Devils" 65.4523809523809 2018 FALSE TRUE 16 1047.2380952381
"194" "New York Islanders" 35.0833333333333 2018 FALSE TRUE 9 315.75
"195" "New York Rangers" 55.7407407407407 2018 FALSE TRUE 16 891.851851851852
"196" "Ottawa Senators" 57.6363636363636 2018 FALSE TRUE 8 461.090909090909
"197" "Philadelphia Flyers" 36.6363636363636 2018 FALSE TRUE 11 403
"198" "Pittsburgh Penguins" 52.7777777777778 2018 FALSE TRUE 7 369.444444444444
"199" "San Jose Sharks" 51.7307692307692 2018 FALSE TRUE 9 465.576923076923
"200" "St. Louis Blues" 61.1836734693878 2018 FALSE TRUE 13 795.387755102041
"201" "Tampa Bay Lightning" 70.9523809523809 2018 FALSE TRUE 4 283.809523809524
"202" "Toronto Maple Leafs" 77.3076923076923 2018 FALSE TRUE 12 927.692307692308
"203" "Vancouver Canucks" 54.5 2018 FALSE TRUE 14 763
"204" "Vegas Golden Knights" 47.9122807017544 2018 FALSE TRUE 13 622.859649122807
"205" "Washington Capitals" 71.1777777777778 2018 FALSE TRUE 11 782.955555555556
"206" "Winnipeg Jets" 57.2222222222222 2018 FALSE TRUE 8 457.777777777778
"207" "Anaheim Ducks" 68.75 2018 FALSE FALSE 4 275
"208" "Arizona Coyotes" 84.6829268292683 2018 FALSE FALSE 11 931.512195121951
"209" "Boston Bruins" 110.541666666667 2018 FALSE FALSE 12 1326.5
"210" "Buffalo Sabres" 76.6 2018 FALSE FALSE 12 919.2
"211" "Calgary Flames" 114.695652173913 2018 FALSE FALSE 9 1032.26086956522
"212" "Carolina Hurricanes" 84.4358974358974 2018 FALSE FALSE 8 675.487179487179
"213" "Chicago Blackhawks" 93.9761904761905 2018 FALSE FALSE 11 1033.7380952381
"214" "Colorado Avalanche" 110.829268292683 2018 FALSE FALSE 11 1219.12195121951
"215" "Columbus Blue Jackets" 48.5769230769231 2018 FALSE FALSE 10 485.769230769231
"216" "Dallas Stars" 142.139534883721 2018 FALSE FALSE 11 1563.53488372093
"217" "Detroit Red Wings" 78.843137254902 2018 FALSE FALSE 14 1103.80392156863
"218" "Edmonton Oilers" 93.4516129032258 2018 FALSE FALSE 10 934.516129032258
"219" "Florida Panthers" 119.480769230769 2018 FALSE FALSE 13 1553.25
"220" "Los Angeles Kings" 70.3018867924528 2018 FALSE FALSE 11 773.320754716981
"221" "Minnesota Wild" 90.2424242424242 2018 FALSE FALSE 10 902.424242424242
"222" "Montreal Canadiens" 89.3076923076923 2018 FALSE FALSE 9 803.769230769231
"223" "Nashville Predators" 97.7 2018 FALSE FALSE 5 488.5
"224" "New Jersey Devils" 87.9032258064516 2018 FALSE FALSE 8 703.225806451613
"225" "New York Islanders" 92.9090909090909 2018 FALSE FALSE 3 278.727272727273
"226" "New York Rangers" 97.1290322580645 2018 FALSE FALSE 10 971.290322580645
"227" "Ottawa Senators" 65.027027027027 2018 FALSE FALSE 10 650.27027027027
"228" "Philadelphia Flyers" 92.1538461538462 2018 FALSE FALSE 17 1566.61538461538
"229" "Pittsburgh Penguins" 78.5925925925926 2018 FALSE FALSE 8 628.740740740741
"230" "San Jose Sharks" 80.15625 2018 FALSE FALSE 7 561.09375
"231" "St. Louis Blues" 131.678571428571 2018 FALSE FALSE 7 921.75
"232" "Tampa Bay Lightning" 43.8 2018 FALSE FALSE 5 219
"233" "Toronto Maple Leafs" 123.146341463415 2018 FALSE FALSE 7 862.024390243902
"234" "Vancouver Canucks" 86 2018 FALSE FALSE 4 344
"235" "Vegas Golden Knights" 78.3076923076923 2018 FALSE FALSE 10 783.076923076923
"236" "Washington Capitals" 78.1290322580645 2018 FALSE FALSE 8 625.032258064516
"237" "Winnipeg Jets" 122.5 2018 FALSE FALSE 8 980
"238" "Boston Bruins" 45.1666666666667 2018 TRUE TRUE 5 225.833333333333
"239" "Carolina Hurricanes" 72 2018 TRUE TRUE 2 144
"240" "Colorado Avalanche" 50.5 2018 TRUE TRUE 3 151.5
"241" "Columbus Blue Jackets" 23.6666666666667 2018 TRUE TRUE 1 23.6666666666667
"242" "Dallas Stars" 51.0909090909091 2018 TRUE TRUE 3 153.272727272727
"243" "Nashville Predators" 98.5714285714286 2018 TRUE TRUE 1 98.5714285714286
"244" "New York Islanders" 43.8888888888889 2018 TRUE TRUE 2 87.7777777777778
"245" "Pittsburgh Penguins" 78 2018 TRUE TRUE 1 78
"246" "San Jose Sharks" 77.0769230769231 2018 TRUE TRUE 3 231.230769230769
"247" "St. Louis Blues" 32.4285714285714 2018 TRUE TRUE 2 64.8571428571429
"248" "Tampa Bay Lightning" 77.8 2018 TRUE TRUE 3 233.4
"249" "Toronto Maple Leafs" 84.8 2018 TRUE TRUE 1 84.8
"250" "Vegas Golden Knights" 78.6666666666667 2018 TRUE TRUE 1 78.6666666666667
"251" "Washington Capitals" 91 2018 TRUE TRUE 1 91
"252" "Winnipeg Jets" 38.7142857142857 2018 TRUE TRUE 2 77.4285714285714
"253" "Boston Bruins" 80.3333333333333 2018 TRUE FALSE 2 160.666666666667
"254" "Colorado Avalanche" 61.25 2018 TRUE FALSE 2 122.5
"255" "Dallas Stars" 180 2018 TRUE FALSE 1 180
"256" "Nashville Predators" 70.3333333333333 2018 TRUE FALSE 1 70.3333333333333
"257" "Pittsburgh Penguins" 81.5 2018 TRUE FALSE 2 163
"258" "San Jose Sharks" 85.9642857142857 2018 TRUE FALSE 4 343.857142857143
"259" "St. Louis Blues" 133.4 2018 TRUE FALSE 3 400.2
"260" "Tampa Bay Lightning" 39.5 2018 TRUE FALSE 1 39.5
"261" "Toronto Maple Leafs" 31.6666666666667 2018 TRUE FALSE 1 31.6666666666667
"262" "Vegas Golden Knights" 140.833333333333 2018 TRUE FALSE 2 281.666666666667
"263" "Winnipeg Jets" 158 2018 TRUE FALSE 1 158
"264" "Anaheim Ducks" 56.6857142857143 2019 FALSE TRUE 14 793.6
"265" "Arizona Coyotes" 62.4901960784314 2019 FALSE TRUE 17 1062.33333333333
"266" "Boston Bruins" 66.4444444444444 2019 FALSE TRUE 9 598
"267" "Buffalo Sabres" 73.5813953488372 2019 FALSE TRUE 13 956.558139534884
"268" "Calgary Flames" 72.5 2019 FALSE TRUE 11 797.5
"269" "Carolina Hurricanes" 74.5416666666667 2019 FALSE TRUE 10 745.416666666667
"270" "Chicago Blackhawks" 66.4565217391304 2019 FALSE TRUE 16 1063.30434782609
"271" "Colorado Avalanche" 69.8723404255319 2019 FALSE TRUE 10 698.723404255319
"272" "Columbus Blue Jackets" 52.0714285714286 2019 FALSE TRUE 10 520.714285714286
"273" "Dallas Stars" 47.8 2019 FALSE TRUE 11 525.8
"274" "Detroit Red Wings" 81.9210526315789 2019 FALSE TRUE 13 1064.97368421053
"275" "Edmonton Oilers" 68.1428571428571 2019 FALSE TRUE 9 613.285714285714
"276" "Florida Panthers" 56.5454545454545 2019 FALSE TRUE 14 791.636363636364
"277" "Los Angeles Kings" 59.2631578947368 2019 FALSE TRUE 21 1244.52631578947
"278" "Minnesota Wild" 53.1388888888889 2019 FALSE TRUE 9 478.25
"279" "Montreal Canadiens" 47.4590163934426 2019 FALSE TRUE 18 854.262295081967
"280" "Nashville Predators" 45.6923076923077 2019 FALSE TRUE 7 319.846153846154
"281" "New Jersey Devils" 34.5714285714286 2019 FALSE TRUE 5 172.857142857143
"282" "New York Islanders" 66.5625 2019 FALSE TRUE 13 865.3125
"283" "New York Rangers" 56.9565217391304 2019 FALSE TRUE 9 512.608695652174
"284" "Ottawa Senators" 65.8709677419355 2019 FALSE TRUE 10 658.709677419355
"285" "Philadelphia Flyers" 91.2307692307692 2019 FALSE TRUE 4 364.923076923077
"286" "Pittsburgh Penguins" 26.0555555555556 2019 FALSE TRUE 6 156.333333333333
"287" "San Jose Sharks" 42.025 2019 FALSE TRUE 12 504.3
"288" "St. Louis Blues" 73.6333333333333 2019 FALSE TRUE 10 736.333333333333
"289" "Tampa Bay Lightning" 58.4310344827586 2019 FALSE TRUE 14 818.034482758621
"290" "Toronto Maple Leafs" 72.6046511627907 2019 FALSE TRUE 14 1016.46511627907
"291" "Vancouver Canucks" 58.1739130434783 2019 FALSE TRUE 11 639.913043478261
"292" "Vegas Golden Knights" 57.906976744186 2019 FALSE TRUE 10 579.06976744186
"293" "Washington Capitals" 58.6444444444444 2019 FALSE TRUE 13 762.377777777778
